id,question,ground_truth,top_k,predicted_answer,context_ids,relevant_passages_ids,num_relevant_passages,max_num_relevant_passages,retrieved_ratio
88,"Fatigue is a common side effect of treatment for glioblastoma, and it can be managed with various interventions. Patients receiving treatment for glioblastoma may experience fatigue, which is a debilitating symptom that can affect their overall quality of life. Fatigue can be managed through various strategies, including physical therapy, medication, and lifestyle changes. These interventions can help to reduce fatigue and improve patients' quality of life.","Yes, fatigue is a common complication of glioblastoma patients receiving chemotherapy or radiotherapy.",20,No answer generated,"[26902850, 21514945, 24458595, 25299140, 20656618, 17050873, 23642624, 20651011, 24152975, 20930100, 22832897, 21372697, 12605978, 24419112, 15918939, 16960653, 19090531, 23104453, 19450037, 24971014]","[18758912, 22832897, 23642624, 19904263, 23422478, 23184145, 20729242, 14649883, 21986722, 20665891, 2168357, 20308655, 23419575, 19593660, 18581057, 21514945, 18477765, 20510539, 18990027, 22090453, 20200024, 23086432, 3008359, 22079725]",3,24,0.125
89,"Tay syndrome is a rare genetic disorder that causes intellectual disability, speech impairment, and abnormal facial features. Two common features of Tay syndrome are craniofacial dysmorphism and enlarged head size.","Tay syndrome is a rare autosomal recessive genetic disorder characterized by congenital ichthyosis and trichothiodystrophy (abnormal brittle hair). Other less common features of this syndrome are photosensitivity, low birth weight, short stature, mental retardation, delayed neuromuscular development and other CNS anomalies, dysplasia of nails, hypoplasia of subcutaneous fatty tissue, prematurely aged facial appearance, hypogonadism, cataracts, osteosclerosis, dysphonia, and increased susceptibility to infections.",20,No answer generated,"[18376101, 9050052, 26043501, 10797890, 22303793, 22991675, 17504703, 22715272, 9604973, 7532356, 17103451, 24839169, 24556499, 16053902, 22441121, 19811520, 25606403, 29255950, 17958891, 29914387]","[10797890, 9050052, 18376101, 20687499, 6538137, 2087835, 17504703]",4,7,0.5714285714285714
90,"The immune system is believed to be the driving force behind Rheumatoid Arthritis. It is thought that the immune system produces antibodies that attack the joints. The exact cell types involved in this process are still not fully understood, but it is believed that they include T cells, B cells, and macrophages.","Macrophages, T cells and their respective cytokines play a pivotal role in RA. Rheumatoid arthritis synovial fibroblasts (RASFs) constitute a quite unique cell type that distinguishes RA from other inflammatory conditions of the joints. Activated synovial fibroblasts (SFs) have the ability to invade joint cartilage, actively contributing to joint destruction in RA.",20,No answer generated,"[16567358, 21545847, 21136610, 16309943, 21542789, 24276088, 18613841, 19324521, 23251214, 15790351, 23288628, 23381558, 21427575, 18648537, 16257177, 19863844, 21383967, 20453842, 20061955, 20223711]","[17875202, 15641091, 19863844, 21160042, 16567358, 23036591, 18613841, 12060849, 20519953, 24276088, 15692990]",4,11,0.36363636363636365
91,"According to a study published in the Journal of Alzheimer's Disease, neuroticism, a personality trait associated with high levels of anxiety, depression, and stress, is associated with an increased risk of developing Alzheimer's disease. The study, which included over 1,200 people, found that those with higher levels of neuroticism had a 27% increased risk of developing Alzheimer's disease compared to those with lower levels of neuroticism. This finding supports previous research that has linked neuroticism with a higher risk for developing anxiety disorders, depression, and other mental health conditions.","High neuroticism is associated with increased risk to develop Alzheimer's disease. Greater neuroticism is also associated more advanced Alzheimer's disease neuropathology and younger age of dementia onset. Neuroticism's association with late-life dementia mainly reflects vulnerability to stress and anxiety. Neuroticism moderates the relationship between APOE-4 genotype and cognitive outcomes in elderly. Neuroticism also predicts Mild Cognitive Impairment, Aging-Associated Cognitive Decline and cognitive decline among elderly. Alzheimer's disease patients have greater neuroticism relative to controls.",20,No answer generated,"[20973606, 21427641, 19153372, 18694539, 23079898, 16974109, 21905097, 16314587, 21835104, 10679843, 17244848, 15358438, 16467370, 7493597, 24274803, 9520923, 29440704, 30319082, 32318620, 24166579]","[12767492, 18694539, 18590355, 23706517, 16974109, 23040035, 10679843, 20973606, 17244848, 21427641, 18079420, 20438208, 22040898, 21905097, 23567438, 23079898, 16314587, 19153372, 7493597, 16252381, 21835104, 25274849, 9924832, 15358438, 10718200]",13,25,0.52
92,"Everolimus is a calcineurin inhibitor that acts by blocking the activity of the calcineurin enzyme, thereby inhibiting the proliferation of T-cells. The mode of action of everolimus is through its ability to block the calcineurin enzyme, thereby inhibiting the proliferation of T-cells.","Everolimus is a drug that binds to mTORC1 and inhibits activation of the mTOR signalling pathway. It is used in targeted cancer therapy protocols or after transplantation for maintenance immunosuppression, against allograft rejection.",20,No answer generated,"[24667713, 23251295, 23231513, 17890266, 19620795, 12358793, 23158522, 24290217, 24190702, 16329102, 27267515, 26482279, 21047224, 21806479, 26406148, 24908540, 20384580, 27462398, 9727000, 19217782]","[20384580, 19299048, 24183081, 22139982, 18025810, 21279702, 16699448, 17890266, 19620795, 16625599]",3,10,0.3
93,"Yes, splicing QTLs have been linked to disease in various ways. In one study, researchers found that a single splicing QTL on chromosome 10 (c.1111G>A) in the Hsp90 gene was associated with a risk of developing breast cancer. This QTL is located near the promoter of Hsp90, which suggests that it may affect the regulation of gene expression. In another study, researchers found that a splicing QTL on chromosome 15 (c.1588G>A) in the TGFβ1 gene was associated with a risk of developing osteosarcoma. This QTL is located near the promoter of TGFβ1, which suggests that it may affect the regulation of gene expression. These studies suggest that splicing QTLs may play a role in the development of certain types of cancer and osteosarcoma, but more research is needed to fully understand the mechanisms underlying this link.","Yes, mutations in the DNA that affect the splicing pattern of genes have been linked in transcriptome population studies to a number of diseases.",20,No answer generated,"[29531215, 23074139, 20369022, 18174240, 19340878, 20407423, 23275551, 17437280, 15929079, 22184102, 15235904, 11058137, 16172632, 20407210, 17909071, 12750283, 18571879, 22455468, 24290377, 23940798]","[20707912, 20856809, 22784570, 21846806]",0,4,0.0
94,"EWS/FLI1 fusion transcripts are detected using a technique called RT-PCR (reverse transcription polymerase chain reaction) that involves amplification of the EWS/FLI1 fusion transcripts from the target tissue.

Based on:
- The EWS/FLI1 fusion transcript is a specific DNA sequence that is overlapped with the EWS gene.
- RT-PCR involves amplifying the EWS/FLI1 fusion transcript from the target tissue.
- The amplified DNA is then analyzed using various techniques to identify the fusion transcript.

I hope this helps! Let me know if you have any further questions.",Molecular detection of EWS-FLI1 chimeric transcripts in Ewing family tumors is carried out by reverse transcription-polymerase chain reaction (RT-PCR).,20,No answer generated,"[9135495, 15363317, 16157025, 10379685, 24124617, 24293381, 17114343, 20231617, 16697960, 23145994, 10492040, 18256529, 21942527, 21543404, 18485618, 7684656, 23894528, 15919668, 21979944, 11838648]","[16157025, 20231617, 24293381, 10379685, 9135495, 17154184, 15565546, 23475435, 15363317, 9552022]",6,10,0.6
95,"Yes, the CTCF protein co-localizes with cohesin in eukaryotic cells.","Recent genome-wide studies mapping the binding sites of CTCF and its interacting partner, cohesin, using chromatin immunoprecipitation coupled with deep sequencing (ChIP-seq) revealded that CTCF globally co-localizes with cohesin.",20,No answer generated,"[22952237, 21444719, 18550811, 19458616, 20133600, 23498937, 19308701, 21550623, 20219941, 18623068, 23804403, 22440186, 21628529, 14980504, 28475897, 18219272, 24002784, 15226378, 23010778, 23945083]","[19369356, 19109133, 18550811, 19308701, 22550178, 20219941, 22952237, 21970734, 23295672, 23498937, 21876668, 22780989, 21880767, 24257606, 21106760, 21948239, 23204437, 21606361, 23010778, 18623068, 20133600, 24321385, 21444719, 21628529, 23804403, 22440186, 23945083, 19158269]",13,28,0.4642857142857143
96,"BiFC is a method for detecting protein-protein interactions in living cells by using fluorescently labeled antibodies. In this assay, two protein complexes are prepared: one containing the protein of interest and another containing a fluorescently labeled antibody. The antibody binds to the protein of interest, which is then detected by a fluorescently labeled secondary antibody. By detecting both the protein of interest and its antibody complex, BiFC allows for the identification of protein-protein interactions in a living cell. In Drosophila embryos, BiFC has been used to study the mechanism of gene regulation, as well as the development of the embryonic ectoderm and the nervous system. BiFC has also been used to study the interaction between developmentally regulated genes and the cellular machinery involved in their regulation.","Bimolecular fluorescence complementation (BiFC) is a powerful method for studying protein-protein interactions in different cell types and organisms. This method was recently developed in the fruit fly Drosophila melanogaster, allowing analyzing protein interaction properties in a physiologically relevant developing context.",20,No answer generated,"[18155474, 21276241, 16454041, 23222005, 22584054, 12135664, 21948239, 22203961, 27940490, 11157805, 23411631, 20461051, 19828077, 24413617, 22185599, 9359867, 25695508, 9650445, 10786290, 32939719]","[17534848, 18573091, 25151172, 19771334, 17406412, 23317900, 21276241, 18155474, 21091444, 16454041]",3,10,0.3
97,"Hypertrophic cardiomyopathy (HCM) is a rare condition in which the heart muscle becomes thickened, enlarged, and sometimes enlarges more than the rest of the heart. The thickened muscle can cause the heart to work harder and lead to a variety of complications, including heart failure, heart arrhythmias, and sudden death. HCM is the most common form of inherited cardiomyopathy, and it is caused by a genetic mutation in the cardiac troponin gene, which is involved in the production of the protein troponin.","Hypertrophic cardiomyopathy (HCM) has been recently recognized as the most common inherited cardiovascular disorder, affecting 1 in 500 adults worldwide. HCM is characterized by myocyte hypertrophy resulting in thickening of the ventricular wall, myocyte disarray, interstitial and/or replacement fibrosis, decreased ventricular cavity volume and diastolic dysfunction. HCM is also the most common cause of sudden death in the young particularly among athletes. A large proportion of patients diagnosed with HCM have mutations in sarcomeric proteins. HCM is the most prevalent genetic disorder affecting the heart and is typically inherited in an autosomal dominant pattern. Adults with cardiomyopathy suffer SCD or adverse events such as stroke and heart failure from HCM.",20,No answer generated,"[21160605, 25191275, 11886323, 25309450, 25081404, 19575162, 25328416, 21507890, 7788945, 25228955, 25044876, 22874472, 23782526, 22348519, 22846097, 21262074, 17961794, 18505755, 23147248, 21167350]","[25328416, 25209314, 22665960, 25309450, 25191275, 25044876, 21507890, 25228955, 25081404, 23782526]",8,10,0.8
98,"Rubinstein-Taybi syndrome (RTS) is a genetic disorder characterized by multiple organ and developmental abnormalities. The disorder is caused by mutations in the MTHFR gene, which encodes a methylene tetrahydrofolate reductase enzyme. Mutations in the MTHFR gene lead to an inability to convert folate (a form of folic acid) into the more active methylfolate, which is needed for proper cellular function. The consequences of this defect can be severe, leading to a range of developmental and organ abnormalities, including intellectual disability, developmental delay, facial dysmorphism, cardiovascular defects, and neurological abnormalities.","Rubinstein-Taybi syndrome (RTS) is a rare autosomal dominant disorder (prevalence 1:125,000) characterised by broad thumbs and halluces, facial dysmorphism, psychomotor development delay, skeletal defects, abnormalities in the posterior fossa and short stature. The known genetic causes are a microdeletion at 16p13.3 or mutations or deletions of the cAMP-response element binding protein-BP (CREBBP) (50-60% of the cases) and of the homologous gene E1A-binding protein (EP300) at 22q13 (5%). Direct sequencing of CREBBP performed in 13 RSTS patients identified the three zinc fingers (CH1, CH2, CH3) and HAT domain as mutational hotspots. Thus about 55% of patients have cytogenetic or molecular abnormalities in the Crebbp or E1A binding protein p300 (Ep300) gene, leaving the diagnosis in 45% of patients to rest on clinical features only.",20,No answer generated,"[22303793, 17349292, 9781030, 17457696, 10679944, 20236116, 24461181, 10923034, 12673793, 14974086, 20101707, 20125191, 20532821, 7630403, 11181567, 22991675, 9453374, 23095199, 10443670, 23113023]","[7630403, 16359492, 22269667, 14974086, 18773673, 20684013, 23432975, 22303793, 15706485, 20689175, 22991675]",4,11,0.36363636363636365
99,"The viral KP4 protein is a transmembrane protein that is responsible for the activation of the RNA polymerase II transcription machinery during the early stages of viral replication. It plays a critical role in regulating the transcription of viral genes and in maintaining the stability of the viral RNA genome. The activation of the KP4 protein is necessary for the efficient transcription of viral genomes, which is crucial for the establishment and maintenance of viral infection.",The virally encoded fungal toxin KP4  specifically blocks L-type voltage-gated calcium channels.,20,No answer generated,"[23463199, 20845110, 20392851, 18373978, 23355615, 9525637, 17626100, 18004386, 18753244, 26537679, 17319152, 10385521, 8396675, 24780862, 24066065, 21116630, 23395899, 10377381, 7798312, 22065774]","[8616260, 17522822, 8145639, 11532143, 7582897, 11901234, 10748529, 8809749, 21116630, 7966296, 17849147, 21303448]",1,12,0.08333333333333333
